planet_name,star_system,distance_from_earth_ly,mass_earth_masses,radius_km,orbital_period_days,surface_temp_c,has_rings,number_of_moons,gravity_m_s2,escape_velocity_km_s,atmosphere_type,discovered_year,discovering_mission,habitable,water_presence,magnetic_field,axial_tilt_deg,rotation_period_hours,radiation_level
Mars,Alpha Centauri,191.95,188.9,10744.0,2026.4,-12.3,False,65,5.05,43.74,Thin,1809,Apollo,False,Vapor,True,34.52,862.71,379.15
Venus,Proxima Centauri,323.44,16.39,40391.0,7844.7,21.0,True,21,3.79,24.82,None,1715,Apollo,False,None,True,84.62,427.22,325.44
Neptune,Betelgeuse,226.73,224.62,13784.0,9097.1,-112.3,True,19,13.31,13.67,Thick,1622,Cassini,False,Ice,True,62.36,916.11,88.9
Saturn,Betelgeuse,355.06,95.34,20226.0,3733.8,258.9,True,32,28.08,22.0,Toxic,1697,Apollo,False,Liquid,True,78.09,500.45,25.62
Neptune,Betelgeuse,69.52,0.14,16091.0,7525.2,-172.1,False,71,16.73,17.76,Toxic,1927,Hubble,False,Liquid,True,32.98,401.84,341.48
Uranus,Betelgeuse,519.11,153.39,13616.0,8975.1,218.4,False,24,16.3,11.39,Thin,1996,Galileo,True,None,True,3.89,751.64,125.54
Mars,Alpha Centauri,67.71,14.15,57974.0,8468.9,408.8,False,45,5.09,44.86,Thin,2006,Cassini,False,Vapor,True,87.69,77.81,249.84
Uranus,Sirius,800.38,82.92,20714.0,1869.0,423.6,False,72,1.02,15.87,Thin,1912,Voyager,True,Liquid,False,1.55,94.03,373.37
Earth,Proxima Centauri,233.79,212.12,64972.0,9565.1,114.3,True,97,24.49,27.8,Thin,1789,Voyager,True,Vapor,False,85.29,653.71,281.33
Neptune,Sol,540.06,18.9,67925.0,3797.9,121.5,False,56,3.54,23.77,Thick,1781,Galileo,True,Liquid,True,33.18,489.51,41.65
Earth,Sirius,880.09,251.82,40417.0,3425.4,-146.1,True,86,19.38,58.94,None,1747,Voyager,True,Vapor,False,0.91,791.46,92.79
Mercury,Betelgeuse,650.91,1.25,10867.0,671.2,269.5,False,4,27.52,24.07,Thin,1941,Hubble,False,Liquid,True,62.02,916.69,109.66
Uranus,Sirius,533.0,74.12,26844.0,4887.4,374.9,False,54,7.05,5.72,Thin,1622,Apollo,False,Liquid,False,88.25,391.43,128.93
Saturn,Proxima Centauri,324.4,222.3,56044.0,1134.7,-28.7,True,60,20.29,6.3,Thick,1704,Galileo,True,Ice,True,86.91,598.43,282.7
Neptune,Sol,333.07,94.95,26350.0,2523.0,94.9,False,88,3.28,35.85,Thin,1762,Cassini,True,Ice,True,14.48,503.19,251.98
Jupiter,Sol,669.52,30.66,7004.0,3203.6,387.2,False,7,18.51,36.36,Thin,1666,Apollo,True,None,False,16.31,981.7,101.58
Mars,Proxima Centauri,994.14,108.13,39418.0,8097.8,414.0,True,15,5.75,25.71,None,1889,Voyager,False,Liquid,True,50.9,831.93,33.78
Venus,Proxima Centauri,661.87,81.19,59313.0,8761.1,-29.8,False,47,22.34,26.48,Toxic,1888,Voyager,True,Vapor,False,57.36,912.18,85.72
Saturn,Betelgeuse,557.83,252.83,55919.0,3059.5,185.4,True,60,9.74,4.18,Thin,1645,Cassini,True,Liquid,True,66.55,258.07,492.19
Saturn,Sol,730.68,94.07,13083.0,8594.0,-65.3,True,14,14.44,31.48,Thick,1680,Hubble,False,Vapor,True,16.29,773.66,234.27
Earth,Sirius,465.26,236.7,47421.0,8579.4,-128.7,True,64,18.38,30.78,None,1746,Cassini,True,Vapor,True,86.31,269.15,433.67
Uranus,Alpha Centauri,60.24,267.57,16215.0,7658.3,437.8,True,21,5.97,9.82,Thick,1821,Galileo,False,Liquid,True,57.49,212.7,424.38
Neptune,Alpha Centauri,562.34,130.2,16056.0,1509.6,374.4,False,2,22.51,7.13,None,1942,Cassini,False,Vapor,False,76.23,944.54,255.76
Neptune,Proxima Centauri,957.63,272.99,61311.0,6918.7,332.0,False,53,9.78,8.29,None,1614,Voyager,True,None,True,48.61,24.21,353.34
Mercury,Betelgeuse,175.39,113.26,18227.0,9453.0,-165.9,False,13,20.21,6.96,Thin,1978,Hubble,True,Ice,False,37.28,965.56,96.38
Mercury,Alpha Centauri,690.04,289.23,19164.0,6841.3,390.6,True,35,5.59,36.97,Thin,1720,Hubble,True,Vapor,False,87.95,153.52,344.2
Mars,Sol,201.01,26.88,1045.0,3349.6,106.6,False,81,20.96,12.59,Thin,1677,JWST,False,Liquid,True,52.39,820.34,136.19
Earth,Proxima Centauri,535.87,206.14,61076.0,5030.8,39.7,False,81,4.72,15.83,Toxic,1921,Cassini,False,Ice,True,78.02,279.54,416.03
Saturn,Sirius,96.77,148.19,55689.0,6475.0,182.5,False,66,13.34,11.24,Toxic,1894,Galileo,False,None,False,85.8,353.95,41.86
Neptune,Proxima Centauri,450.43,116.36,44286.0,5130.2,-136.1,False,9,8.17,57.51,Thick,1840,Voyager,True,Vapor,False,60.78,220.67,386.57
Jupiter,Sirius,756.19,189.85,52768.0,1243.5,329.7,True,48,22.7,51.42,Thin,1617,Apollo,True,Vapor,True,49.4,587.59,49.97
Earth,Proxima Centauri,347.64,211.19,11491.0,3155.0,207.7,True,64,8.6,14.6,Toxic,1855,Hubble,True,Ice,False,0.32,351.36,440.59
Mars,Proxima Centauri,664.95,1.41,32624.0,8033.8,-69.4,False,90,26.57,20.33,Thin,2015,Cassini,True,Vapor,False,3.6,659.11,152.1
Mars,Proxima Centauri,795.47,50.17,25234.0,8621.1,-68.2,True,56,26.86,13.38,Toxic,1876,JWST,True,Liquid,False,18.08,20.57,327.2
Earth,Sirius,927.19,213.94,7471.0,1416.1,-71.0,False,26,6.7,30.02,Toxic,2023,Galileo,True,Ice,True,16.74,69.05,243.75
Mars,Sirius,234.72,199.95,34543.0,9526.2,-160.1,False,74,18.8,2.16,None,1626,Galileo,False,Ice,False,22.93,104.16,183.15
Earth,Proxima Centauri,399.38,289.82,64531.0,3321.8,211.5,False,4,3.54,40.61,Thin,1601,Voyager,False,Vapor,False,27.44,421.9,322.72
Venus,Alpha Centauri,152.5,228.34,3764.0,6640.0,388.2,True,70,12.35,31.87,Thin,1952,Hubble,False,None,False,32.41,815.72,473.76
Earth,Betelgeuse,992.48,285.24,21111.0,7530.7,-187.8,False,82,21.69,54.02,Toxic,1894,Voyager,True,None,False,37.85,888.74,20.63
Uranus,Betelgeuse,927.01,210.79,15320.0,8128.9,-165.7,True,56,20.12,10.7,Thin,1911,JWST,False,None,True,8.9,248.59,459.43
Earth,Betelgeuse,540.0,89.49,17432.0,9460.2,200.9,True,92,19.12,48.44,Toxic,1962,Apollo,False,None,True,3.81,576.5,304.54
Mars,Sirius,842.05,31.7,63682.0,3163.5,373.6,False,14,9.19,47.73,Thin,1982,Apollo,False,Ice,False,60.66,769.52,403.66
Neptune,Sirius,521.01,234.57,33297.0,8592.1,28.7,True,98,11.96,8.5,None,1838,Apollo,True,Ice,False,48.36,292.39,191.94
Uranus,Alpha Centauri,623.62,193.28,33175.0,1360.3,44.7,True,75,3.99,24.51,Thin,1612,Galileo,True,Vapor,False,39.97,411.96,235.92
Mars,Betelgeuse,89.22,14.55,53480.0,7065.2,217.4,False,29,21.85,11.04,None,1981,Hubble,False,None,True,57.1,526.35,434.43
Mercury,Betelgeuse,755.29,108.08,11660.0,7432.7,-8.1,True,19,15.61,16.03,Thick,1783,Voyager,True,None,True,74.49,139.2,207.42
Mercury,Proxima Centauri,127.8,287.04,34621.0,6793.3,-181.4,True,36,21.55,16.53,Thin,1793,Voyager,True,Vapor,False,38.49,30.85,267.33
Neptune,Sirius,826.09,150.17,30669.0,2560.5,314.7,False,2,8.22,33.82,Thin,1655,JWST,True,Vapor,False,57.7,157.04,10.1
Neptune,Betelgeuse,782.05,129.88,42187.0,8736.8,238.0,False,72,10.41,25.27,Thin,1829,Apollo,True,Vapor,True,85.82,628.72,79.3
Uranus,Alpha Centauri,708.77,137.36,69969.0,1730.1,206.5,True,40,10.69,56.92,None,1627,Hubble,False,Liquid,False,75.57,78.25,320.84
Venus,Alpha Centauri,36.26,62.74,54092.0,583.7,319.2,False,38,1.75,8.46,Thin,1919,Hubble,True,Vapor,False,38.34,193.75,358.49
Neptune,Betelgeuse,303.2,110.68,28453.0,7188.8,272.7,False,25,10.89,58.45,Thin,1670,JWST,False,Vapor,True,58.02,341.16,291.3
Mercury,Sirius,263.19,111.01,58101.0,4781.0,-55.9,True,1,24.3,14.61,Toxic,1809,Cassini,False,Liquid,True,15.94,82.48,71.66
Earth,Alpha Centauri,360.2,15.8,12779.0,8498.5,46.7,True,22,27.02,46.6,Thick,1783,Hubble,True,None,True,50.45,195.74,222.7
Mars,Proxima Centauri,87.73,230.29,3102.0,3864.8,-111.7,False,22,16.03,21.0,None,2024,Hubble,True,Ice,True,88.32,911.71,177.55
Mercury,Alpha Centauri,936.96,125.01,15107.0,1724.4,-109.1,True,84,14.21,9.44,Toxic,1974,Voyager,True,None,True,46.65,24.2,247.83
Mercury,Sol,553.85,246.67,24488.0,8372.6,273.3,False,15,1.89,51.62,None,1955,JWST,False,Ice,False,83.49,655.16,435.16
Venus,Sol,305.59,255.12,36230.0,5511.7,401.0,False,8,26.5,19.22,Toxic,1640,Hubble,False,Ice,True,36.66,387.49,387.93
Uranus,Sirius,397.04,63.68,43444.0,1932.5,473.9,True,12,1.38,39.87,Thick,1859,Hubble,False,Vapor,True,89.9,674.29,41.99
Uranus,Betelgeuse,447.26,197.24,63832.0,7217.8,239.8,True,27,28.4,34.42,Toxic,2013,Voyager,False,Vapor,True,52.13,590.75,445.15
Saturn,Sirius,600.63,141.74,36180.0,5135.6,-71.1,False,26,15.19,28.83,None,1943,Hubble,False,Liquid,True,3.8,227.38,235.88
Venus,Sirius,515.73,264.06,35588.0,6062.9,-126.0,False,50,10.92,30.25,Thin,1683,Voyager,False,None,True,52.81,847.97,371.93
Earth,Sirius,919.4,64.8,4467.0,4635.9,369.0,False,63,27.8,44.2,Thin,1645,Cassini,False,None,True,24.71,494.48,70.02
Uranus,Sirius,497.01,203.38,3409.0,8295.7,205.1,False,51,1.71,6.18,Thick,1758,Galileo,True,Ice,False,2.92,823.42,335.36
Mars,Proxima Centauri,992.16,182.36,39030.0,8304.1,232.8,True,80,17.86,40.42,None,1943,Voyager,False,Vapor,True,73.88,408.98,118.16
Neptune,Proxima Centauri,851.44,88.66,31234.0,7108.4,347.0,False,37,16.92,53.85,None,1606,Voyager,False,Vapor,False,24.82,984.76,219.19
Venus,Alpha Centauri,208.59,41.07,58903.0,1098.7,292.3,True,99,7.36,4.41,None,1932,Hubble,False,None,False,71.69,771.64,8.43
Neptune,Sol,930.6,195.53,12087.0,8396.6,384.1,True,64,13.44,9.3,Thick,1735,Voyager,False,Liquid,True,25.94,966.12,75.81
Mercury,Sirius,116.45,221.61,2723.0,6726.6,-160.7,False,17,19.92,43.28,Thin,1782,JWST,True,Vapor,True,17.49,516.75,46.04
Mars,Alpha Centauri,817.47,94.76,31984.0,6985.4,323.3,True,62,22.09,26.8,Toxic,1796,Apollo,False,Liquid,False,87.65,476.32,119.87
Mars,Sol,380.69,193.49,17386.0,3661.7,395.6,True,50,1.02,24.81,Thick,1771,Apollo,False,None,False,32.55,756.68,50.01
Mercury,Betelgeuse,877.99,118.6,4423.0,8798.8,0.3,False,8,28.17,9.08,Toxic,1996,Cassini,True,None,False,54.12,880.89,345.96
Venus,Proxima Centauri,868.07,213.99,50997.0,7267.4,248.3,True,12,5.77,30.9,Thin,1948,Voyager,True,Liquid,True,54.9,964.33,14.52
Mercury,Sol,805.94,59.84,8700.0,1170.3,19.9,True,39,7.77,8.47,Thick,1875,JWST,False,Vapor,False,50.44,327.93,308.87
Neptune,Betelgeuse,790.05,267.08,42974.0,4107.4,470.6,False,54,8.64,29.12,Thin,1677,Hubble,False,None,True,82.32,799.71,70.35
Saturn,Sol,304.75,86.29,20392.0,8869.5,-176.6,False,78,2.1,46.05,Toxic,2015,Hubble,False,Ice,True,60.7,214.59,472.58
Mars,Proxima Centauri,81.01,110.4,12971.0,519.6,205.9,False,42,4.57,16.24,None,1777,Galileo,False,None,False,36.34,547.85,466.55
Jupiter,Proxima Centauri,403.04,17.52,27203.0,9616.1,-83.4,False,43,29.6,29.37,None,1626,Cassini,False,Vapor,True,77.61,183.95,112.75
Jupiter,Alpha Centauri,173.61,33.54,56300.0,6807.7,298.6,False,67,10.14,59.53,Toxic,1719,JWST,False,Ice,True,16.3,350.66,307.21
Neptune,Sirius,694.98,154.81,28054.0,6332.2,-76.9,False,32,4.34,41.51,None,1880,JWST,True,None,False,48.98,931.7,14.0
Earth,Sol,346.17,80.35,52803.0,2742.1,-35.2,False,23,4.1,50.64,Toxic,1907,Hubble,True,Vapor,False,85.55,150.36,465.89
Uranus,Sol,975.61,250.66,9659.0,2525.5,146.1,True,35,21.86,25.48,Thick,1795,Galileo,False,Vapor,True,56.29,634.24,261.49
Mercury,Betelgeuse,641.01,4.51,54321.0,9423.5,440.4,True,9,25.78,46.3,Thick,1876,Hubble,False,None,False,73.53,594.99,21.61
Mercury,Proxima Centauri,822.5,113.79,17348.0,3017.8,-51.8,False,99,8.45,3.39,Thick,1617,Galileo,False,Vapor,True,58.82,125.13,171.25
Earth,Sol,132.61,101.27,47740.0,7766.3,-99.0,True,19,1.61,8.25,None,1894,Apollo,True,Liquid,False,75.54,329.35,38.42
Earth,Proxima Centauri,862.03,5.9,40039.0,3961.6,331.3,True,74,7.47,12.98,Thin,1870,JWST,False,Ice,False,85.0,565.17,196.47
Neptune,Sol,922.76,37.4,65111.0,1435.6,150.4,False,11,2.64,24.72,None,1652,Apollo,True,Liquid,False,24.56,191.24,334.96
Neptune,Alpha Centauri,487.11,124.15,27725.0,156.6,438.2,True,61,4.0,50.9,None,1893,Hubble,True,None,False,15.27,801.62,234.94
Earth,Sirius,606.29,147.91,5565.0,5465.4,-97.4,False,17,13.51,21.43,Thin,1651,Cassini,False,Liquid,True,43.56,972.3,191.86
Mars,Sol,764.83,121.35,2322.0,9759.0,252.1,True,93,7.67,39.62,Thin,1815,Voyager,True,None,False,63.17,218.69,59.58
Neptune,Proxima Centauri,174.92,159.33,58053.0,3722.9,-37.0,False,62,15.96,42.85,Thin,1671,Cassini,False,None,True,20.45,190.98,122.47
Saturn,Alpha Centauri,502.62,178.58,37207.0,3604.1,-90.3,True,83,8.35,35.58,Thin,1627,Cassini,True,Vapor,True,0.37,457.66,50.07
Neptune,Sol,398.72,3.08,54492.0,3473.7,278.4,True,24,28.28,22.08,None,1999,Voyager,False,Vapor,False,30.86,749.03,403.75
Mercury,Betelgeuse,146.46,139.28,17175.0,5229.4,215.6,True,11,27.27,35.05,Toxic,1851,JWST,False,None,False,87.2,285.19,67.62
Neptune,Sirius,367.6,289.05,24811.0,4434.6,328.4,False,20,17.44,21.19,Thick,1973,Apollo,True,Ice,False,62.55,24.78,297.69
Mars,Sol,68.27,155.76,3077.0,8805.2,16.6,True,24,11.28,5.95,Toxic,1999,Apollo,True,Ice,False,36.12,543.51,171.37
Earth,Alpha Centauri,25.91,203.29,67343.0,5079.9,113.6,True,10,12.05,59.58,None,1634,JWST,True,Ice,False,17.33,956.82,112.99
Mercury,Betelgeuse,135.25,93.63,47083.0,5102.2,83.8,False,63,12.94,8.5,Thin,2000,Voyager,False,Liquid,True,32.05,394.32,319.73
Neptune,Alpha Centauri,963.12,232.22,65391.0,1426.8,488.9,False,72,22.1,5.27,Thick,1800,Galileo,True,None,False,15.29,423.03,228.5
Mars,Alpha Centauri,549.57,231.9,19319.0,9828.3,4.6,True,49,14.1,52.83,Thick,1848,Cassini,True,Vapor,True,9.57,969.06,200.07
Saturn,Betelgeuse,965.83,156.44,43191.0,2537.2,6.4,True,61,25.85,18.81,Toxic,1698,Hubble,False,Liquid,True,81.61,696.13,296.43
Neptune,Alpha Centauri,432.55,292.81,47816.0,780.0,48.2,True,88,28.38,39.37,None,1907,Apollo,False,Liquid,True,89.79,720.58,245.63
Mars,Betelgeuse,311.88,37.75,22911.0,6648.3,195.2,True,98,10.74,20.41,None,1739,JWST,True,Vapor,True,14.77,564.89,151.74
Saturn,Sol,506.19,5.18,59520.0,5973.9,-23.4,False,95,17.26,24.1,None,1682,Hubble,True,None,False,4.91,974.74,279.53
Earth,Betelgeuse,439.57,231.07,66354.0,4180.7,440.7,True,48,3.76,16.46,Thick,1647,Voyager,True,Liquid,False,29.68,690.42,334.75
Neptune,Betelgeuse,105.75,242.17,62055.0,4250.8,-14.0,True,13,6.81,21.24,Toxic,1877,Hubble,False,None,True,41.55,895.56,13.35
Saturn,Sirius,640.86,36.15,51996.0,7861.4,427.1,False,0,12.99,25.23,Thick,1978,Hubble,False,None,True,18.43,700.88,232.94
Mercury,Betelgeuse,216.12,79.75,20145.0,1997.3,-127.6,True,80,6.98,43.5,Thick,1847,Cassini,True,None,False,27.13,736.44,28.84
Earth,Betelgeuse,619.63,5.36,20432.0,8211.5,259.6,True,24,26.42,31.18,Thin,1982,Voyager,False,Vapor,True,18.08,293.96,93.2
Mercury,Sol,650.24,88.06,67472.0,6505.0,434.9,True,58,5.59,56.67,Toxic,1776,Hubble,True,None,False,69.68,306.96,280.25
Jupiter,Sirius,152.11,231.97,1710.0,4218.7,-81.9,False,71,14.21,3.47,Thin,1651,Apollo,True,Liquid,True,64.13,784.07,433.09
Venus,Proxima Centauri,61.44,155.44,50407.0,4607.4,477.8,False,68,18.57,30.68,None,1678,Voyager,False,Vapor,False,57.15,300.22,441.4
Neptune,Sol,780.78,104.49,49731.0,2603.6,117.0,True,4,21.06,35.47,Thick,1984,Apollo,True,Vapor,True,34.85,564.96,34.97
Saturn,Sol,459.85,111.58,43966.0,7533.5,462.0,True,98,12.11,55.29,Toxic,1921,JWST,True,Liquid,True,81.81,253.11,209.55
Venus,Proxima Centauri,58.26,0.51,69318.0,5153.1,273.8,False,18,26.2,3.9,None,1663,JWST,False,Vapor,True,87.26,817.9,291.5
Venus,Betelgeuse,994.87,90.01,22520.0,3242.5,11.1,True,22,17.48,34.84,Toxic,1607,Galileo,True,Liquid,False,15.63,114.95,73.53
Saturn,Alpha Centauri,57.87,193.97,24458.0,5980.7,-68.2,True,8,13.75,51.36,Thick,1813,JWST,True,Ice,False,20.07,830.3,382.72
Earth,Sirius,695.07,292.26,6447.0,9957.6,12.6,False,93,2.95,15.27,Toxic,1624,Hubble,False,Liquid,False,47.31,604.72,372.12
Neptune,Alpha Centauri,983.68,254.13,31553.0,4380.9,-134.9,False,49,14.48,52.7,None,1855,Voyager,True,Vapor,True,8.21,190.97,451.67
Jupiter,Proxima Centauri,239.26,7.18,19012.0,9210.9,-99.3,False,15,24.8,2.12,Thin,1842,JWST,True,Liquid,True,39.28,544.33,4.24
Mercury,Sol,142.34,269.58,24694.0,3482.9,-126.7,True,32,18.82,44.21,Thick,1797,Apollo,False,Ice,True,52.36,286.09,108.34
Mars,Sol,121.47,234.98,58585.0,594.6,96.1,True,1,25.13,56.05,Thin,1693,Hubble,False,None,True,46.99,326.85,413.59
Mercury,Sirius,303.34,234.13,65548.0,2082.2,356.9,True,13,15.33,39.77,Thick,1806,JWST,False,None,True,29.78,354.77,335.29
Mars,Sol,101.14,137.45,13816.0,4216.0,-101.0,True,0,4.44,26.9,None,1614,Cassini,True,None,True,48.82,68.0,447.19
Mercury,Sol,692.19,119.46,26703.0,2235.4,-108.8,False,89,1.4,3.65,Thick,1777,Apollo,False,Vapor,False,86.29,986.03,28.59
Saturn,Sirius,62.39,90.94,65076.0,52.3,250.4,True,57,9.79,55.29,Thin,1977,Apollo,True,Ice,False,18.54,36.38,298.48
Jupiter,Sirius,509.47,19.8,5265.0,9154.3,-62.0,True,88,21.24,28.75,Thick,1674,Galileo,False,Liquid,False,58.93,664.18,284.52
Neptune,Proxima Centauri,996.7,68.55,7373.0,8446.6,-131.7,False,15,23.92,2.71,None,1703,Cassini,True,Liquid,True,3.91,374.37,17.84
Mars,Sol,813.99,74.06,12233.0,7435.8,-83.2,False,78,9.58,41.7,Thick,1893,Galileo,True,Liquid,False,5.98,647.78,256.76
Neptune,Sol,615.26,145.27,42070.0,1719.8,446.6,True,89,15.37,29.43,Thin,1767,JWST,False,Liquid,True,49.66,359.47,304.76
Neptune,Proxima Centauri,306.32,224.26,11383.0,1247.6,375.0,False,46,13.21,8.34,None,1714,Cassini,True,Vapor,True,9.44,675.38,95.65
Neptune,Betelgeuse,623.93,142.2,67797.0,722.7,47.8,False,43,12.91,13.64,Thin,1638,Apollo,True,Vapor,False,2.01,730.59,136.66
Uranus,Betelgeuse,527.09,17.45,31823.0,7254.1,259.1,True,79,7.71,4.8,Thick,1963,Galileo,False,Ice,True,15.44,692.1,320.17
Earth,Betelgeuse,426.14,287.34,35605.0,9291.6,176.1,True,13,4.95,34.88,Toxic,1872,Hubble,True,Liquid,True,50.84,118.39,234.15
Mercury,Proxima Centauri,130.8,282.82,18019.0,4333.8,274.0,True,92,6.7,37.7,Thin,1734,Cassini,True,None,True,63.3,658.61,429.01
Neptune,Sol,886.62,235.58,33496.0,1235.4,277.9,True,23,2.6,30.84,Thick,1973,Apollo,True,Vapor,True,18.22,283.59,171.19
Mercury,Proxima Centauri,449.84,297.4,46672.0,5148.3,240.1,False,54,6.75,49.21,Toxic,1831,Voyager,False,Ice,True,60.14,33.66,133.33
Neptune,Proxima Centauri,194.7,163.39,52831.0,3520.9,-13.7,False,14,1.27,51.8,Toxic,1638,Cassini,False,Ice,False,16.42,417.76,492.43
Mars,Betelgeuse,367.82,288.83,53017.0,3779.5,-172.7,True,82,19.19,37.32,None,1890,Cassini,False,Vapor,False,55.21,436.38,455.57
Earth,Alpha Centauri,414.19,22.77,40874.0,6232.2,118.9,True,71,10.17,1.75,Toxic,1906,JWST,False,None,True,37.08,469.84,14.5
Earth,Sol,827.56,109.77,63401.0,7201.2,423.7,False,33,29.22,42.02,Thin,1646,Hubble,False,None,True,58.84,706.3,385.36
Saturn,Betelgeuse,733.64,67.69,57401.0,1150.5,198.6,True,1,6.62,25.66,Thin,1635,JWST,False,Liquid,False,89.55,312.3,55.17
Uranus,Alpha Centauri,769.33,58.83,53236.0,404.1,382.7,True,26,11.03,34.37,Toxic,1919,Cassini,False,Vapor,False,84.4,318.7,13.74
Saturn,Alpha Centauri,11.13,42.33,4837.0,9943.6,494.1,True,73,11.38,39.3,Thick,1694,Cassini,False,None,False,0.39,65.25,136.85
Saturn,Sirius,416.21,186.76,1475.0,2365.6,-85.5,True,98,1.25,21.66,Thin,1960,Hubble,True,Vapor,True,79.69,688.39,134.67
Saturn,Sol,481.4,234.42,15659.0,585.6,284.2,False,86,25.34,55.11,Thin,1612,Hubble,True,Ice,False,5.98,569.99,409.66
Saturn,Alpha Centauri,19.29,173.53,46783.0,1939.3,272.0,True,71,1.93,8.9,None,1745,Galileo,True,Ice,False,85.77,352.68,355.33
Saturn,Betelgeuse,259.89,44.17,29373.0,437.6,486.0,False,91,28.27,40.62,Thick,2004,Apollo,True,Ice,True,25.36,706.66,490.8
Jupiter,Sirius,760.31,243.36,28766.0,3948.5,489.9,True,22,26.87,1.26,Toxic,1967,Apollo,False,Vapor,True,34.38,539.67,355.76
Earth,Sol,137.2,190.82,62036.0,8033.9,280.7,True,67,16.53,55.55,Thick,1664,Galileo,True,Liquid,False,8.25,471.9,209.13
Saturn,Proxima Centauri,535.36,116.51,62794.0,3445.4,-29.5,False,13,16.76,7.64,None,1827,Apollo,True,Liquid,True,10.1,513.77,349.46
Neptune,Betelgeuse,215.28,202.27,63733.0,4469.6,359.0,True,62,19.96,6.6,None,1841,Cassini,True,None,False,65.41,638.17,499.73
Earth,Alpha Centauri,12.22,78.05,22658.0,6772.1,-125.1,False,92,12.22,20.65,Thick,1607,Galileo,True,Vapor,False,84.99,661.7,355.07
Earth,Alpha Centauri,241.28,103.62,48683.0,5113.5,346.5,True,64,19.77,23.04,None,1903,Galileo,True,Liquid,True,54.97,292.51,380.84
Venus,Betelgeuse,975.88,275.25,19743.0,8621.4,437.1,True,67,2.3,13.64,None,1940,Apollo,False,Vapor,True,64.43,145.04,469.18
Jupiter,Alpha Centauri,801.56,87.22,14152.0,8667.1,68.0,True,62,2.57,35.52,None,1642,Voyager,False,Liquid,False,68.58,160.85,56.83
Saturn,Sirius,959.58,141.05,13740.0,148.6,241.4,True,95,14.26,27.13,Thick,1843,Apollo,True,Ice,True,23.65,641.19,352.39
Mercury,Sol,487.91,267.05,24605.0,7791.6,101.1,True,96,16.94,3.02,None,1780,JWST,True,Ice,True,4.07,873.51,425.4
Mars,Sirius,109.83,212.35,30667.0,4634.3,106.4,False,89,26.75,19.86,Toxic,1684,Voyager,True,None,True,0.17,412.45,477.19
Uranus,Alpha Centauri,548.0,18.75,58335.0,9889.0,17.3,False,80,4.04,48.82,Toxic,1754,Galileo,True,Ice,True,31.56,173.67,105.48
Neptune,Proxima Centauri,454.43,44.28,9272.0,4858.2,333.5,True,86,24.86,41.69,Thin,1874,Voyager,False,Liquid,True,21.73,757.82,251.96
Mercury,Sol,844.37,2.45,51710.0,9869.6,455.3,True,63,7.09,43.77,Toxic,1622,Cassini,True,None,True,5.61,833.33,340.28
Jupiter,Sol,98.17,189.31,37670.0,7558.0,458.5,False,31,12.43,42.19,Thin,1714,Hubble,False,None,True,16.16,881.18,123.73
Mars,Betelgeuse,488.29,134.36,20868.0,2523.6,-77.7,False,78,10.18,19.35,Thick,1905,Voyager,True,Ice,False,11.2,608.8,300.24
Jupiter,Betelgeuse,150.13,40.37,35005.0,5407.0,412.3,True,12,12.6,6.88,None,1898,JWST,False,Vapor,True,82.34,861.42,128.79
Neptune,Proxima Centauri,324.74,287.38,21696.0,9921.7,316.2,True,65,5.36,17.08,Toxic,1698,Hubble,False,Ice,False,12.62,20.34,166.73
Earth,Sol,737.38,158.94,42130.0,8582.4,-23.0,False,18,15.6,50.08,Thin,1703,Cassini,False,Ice,True,48.39,111.7,220.76
Mars,Proxima Centauri,476.07,72.64,30935.0,1018.8,-152.9,True,23,24.25,58.85,Thick,1971,JWST,True,None,False,53.38,97.11,264.6
Earth,Betelgeuse,375.95,150.23,12344.0,7078.4,-12.4,False,87,13.8,30.14,Thin,1650,Hubble,True,Ice,True,48.91,714.04,224.68
Neptune,Betelgeuse,394.54,203.92,9044.0,3488.5,438.5,True,10,15.23,1.57,None,1961,Cassini,False,Liquid,False,8.92,74.23,246.6
Mercury,Sol,459.5,22.96,38722.0,119.5,243.2,False,58,25.61,9.26,Toxic,1711,Hubble,True,None,True,28.69,498.88,149.29
Neptune,Sirius,785.04,82.48,63266.0,4064.6,304.7,False,85,21.48,20.0,Thick,1843,Hubble,True,Ice,False,4.61,475.34,79.48
Mercury,Alpha Centauri,892.1,242.11,24733.0,2385.8,-20.0,True,14,15.22,35.14,Thin,1768,Apollo,False,Vapor,True,35.61,314.15,23.67
Mars,Betelgeuse,955.34,137.95,51577.0,8197.7,303.6,False,9,8.47,5.43,Thick,1671,JWST,True,Liquid,True,16.97,871.05,97.99
Mars,Betelgeuse,786.92,164.02,46448.0,3406.4,-180.3,True,40,26.66,56.66,Thin,1738,JWST,False,Vapor,False,50.55,174.58,290.97
Saturn,Sirius,315.48,129.9,65277.0,8283.9,62.7,True,26,17.73,22.54,Thin,1935,Voyager,True,Liquid,False,62.35,355.7,393.06
Jupiter,Sirius,688.17,13.27,57648.0,55.9,238.7,True,59,7.41,54.84,None,1830,JWST,True,Vapor,True,47.89,775.3,84.62
Saturn,Proxima Centauri,437.66,49.81,40096.0,3112.8,-97.7,True,72,8.8,47.05,None,1838,JWST,False,Ice,False,39.08,35.27,54.28
